ID_ORIGEN;LISTA_CARGA;FECHA_INGRESO;FECHA_EMISION;TOT_LPN;TOT_UNI;FECHA_RECEPCION;DESTINO;DESC_ZONA;ESTADO;MNFST
48;9790757;2022-12-22 09:06:02.0;2022-12-22 09:31:12.0;3;12;null;118;CONCEPCION BARROS;Emitida;'9790757',
48;9790754;2022-12-22 09:06:02.0;2022-12-23 07:59:08.0;1;2;null;23;VALDIVIA;Emitida;'9790754',
48;9790755;2022-12-22 09:06:02.0;2022-12-23 08:04:53.0;3;4;2022-12-26 09:11:51.0;8;PUENTE ALTO;Recepcionada;'9790755',
48;9790756;2022-12-22 09:06:02.0;2022-12-23 10:33:55.0;2;3;2022-12-26 13:25:37.0;60;VIÑA CENTRO;Recepcionada;'9790756',
70;5631616;2022-12-22 10:12:18.0;2022-12-22 10:31:55.0;380;5195;2022-12-26 15:34:17.0;83;CHILLAN;Recepcionada;'5631616',
70;5631602;2022-12-22 10:36:13.0;2022-12-22 10:38:46.0;558;7619;2022-12-24 16:57:37.0;39;PORTAL EL LLANO;Recepcionada;'5631602',
70;5631568;2022-12-22 10:48:19.0;2022-12-22 10:54:57.0;542;8471;2022-12-23 09:20:32.0;65;BUIN;Recepcionada;'5631568',
70;5631567;2022-12-22 11:03:12.0;2022-12-22 11:18:17.0;225;3061;2022-12-26 13:27:08.0;82;CORONEL;Recepcionada;'5631567',
70;5631608;2022-12-22 11:21:10.0;2022-12-22 11:25:52.0;391;5406;null;29;ALAMEDA CENTRO;Emitida;'5631608',
70;5631615;2022-12-22 11:27:06.0;2022-12-22 11:29:23.0;421;5908;null;94;VILLARRICA;Emitida;'5631615',
70;5631646;2022-12-22 11:33:07.0;2022-12-22 11:35:00.0;253;3685;null;48;PORTAL COMERCIO ELECTRONICO CORONA;Emitida;'5631646',
70;5631569;2022-12-22 11:48:20.0;2022-12-22 11:50:24.0;607;10583;2022-12-23 08:15:48.0;27;CONCEPCION;Recepcionada;'5631569',
70;5631629;2022-12-22 11:51:08.0;2022-12-22 12:00:33.0;173;2411;2022-12-27 09:28:52.0;19;TEMUCO VIVO;Recepcionada;'5631629',
48;9790805;2022-12-22 11:57:03.0;2022-12-22 12:00:43.0;2;3;2022-12-26 18:29:59.0;29;ALAMEDA CENTRO;Recepcionada;'9790805',
48;9790803;2022-12-22 11:57:03.0;2022-12-23 08:05:04.0;4;18;2022-12-26 09:11:51.0;8;PUENTE ALTO;Recepcionada;'9790803',
70;5631620;2022-12-22 12:03:17.0;2022-12-22 12:05:04.0;722;9644;2022-12-27 07:27:44.0;118;CONCEPCION BARROS;Recepcionada;'5631620',
48;9790806;2022-12-22 12:03:24.0;2022-12-22 12:03:54.0;8;12;2022-12-23 13:51:21.0;66;MAIPU;Recepcionada;'9790806',
70;5631628;2022-12-22 12:18:15.0;2022-12-22 12:20:25.0;340;4570;2022-12-27 10:07:42.0;20;TEMUCO MONTT;Recepcionada;'5631628',
70;5631640;2022-12-22 12:27:07.0;2022-12-22 12:32:33.0;153;2153;2022-12-27 02:29:22.0;53;LA FLORIDA;Recepcionada;'5631640',
70;5631577;2022-12-22 12:27:10.0;2022-12-22 12:47:45.0;231;3209;null;74;INDEPENDENCIA;Emitida;'5631577',
70;5631598;2022-12-22 13:03:24.0;2022-12-22 13:06:14.0;268;3592;2022-12-23 04:31:28.0;12;SAN ANTONIO;Recepcionada;'5631598',
